seed patch,detected target,spec_target,spec_predicate,bug_row_count,expected_buggy_functions,candidate_count,audited_candidate_count,audited_function,is_expected_for_any_bug_row,has_violation,confidence,analysis
b505063910c1,debugfs_lookup,A call to function debugfs_lookup that returns a dentry pointer,"The returned dentry must have dput() called on it to prevent memory leak, or debugfs_lookup_and_remove() should be used instead",4,drm_debugfs_remove_files;hisi_acc_vfio_debug_init;iwl_mld_add_link_debugfs;margining_port_init,14,10,create_phy_debug_root,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning explaining your analysis:

This code violates the security rule because it creates a definite memory leak scenario. Here's the analysis:

- `debugfs_lookup(""phy"", usb_debug_root)` returns a dentry with an incremented reference count
- If the lookup succeeds (returns non-NULL), the function immediately returns this dentry without calling `dput()` on it
- While the caller receives the pointer, they have no way of knowing whether this dentry came from `debugfs_lookup()` (requiring `dput()`) or `debugfs_create_dir()` (not requiring `dput()`)
- This creates an ambiguous ownership model where the caller cannot properly manage the reference count

The violation occurs in this specific flow:
1. `debugfs_lookup()` finds existing ""phy"" directory and returns it with incremented refcount
2. Function returns this pointer directly to caller
3. Caller has no indication they need to call `dput()` on a looked-up dentry
4. Reference count is never decremented, causing memory leak

The mixed return semantics (sometimes returning a looked-up dentry, sometimes a newly created one) make it impossible for callers to handle the reference counting correctly. The function should either:
- Always call `dput()` on the looked-up dentry before returning
- Use `debugfs_lookup_and_remove()` if removal is intended
- Document clearly that callers must call `dput()` on the returned pointer

3. Confidence level: HIGH

The violation is clear because there's a definite path where a reference-counted pointer from `debugfs_lookup()` is returned without proper cleanup, and the caller cannot reasonably be expected to handle this correctly due to the ambiguous return semantics."
e3862093ee93,pci_get_device,pci_get_device() function that returns a PCI device object,"When the returned pci_dev pointer is no longer needed, its reference count must be decremented by calling pci_dev_put()",3,octep_sriov_enable;pas_setup_mce_regs;pasemi_dma_init,158,10,pasemi_register_i2c_devices,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code violates the security rule because it fails to call `pci_dev_put()` on the `pdev` pointer returned by `pci_get_device()`.

Let me trace through the code:

- The function uses `pci_get_device()` in a while loop: `while ((pdev = pci_get_device(PCI_VENDOR_ID_PASEMI, 0xa003, pdev)))`
- Each call to `pci_get_device()` returns a `pci_dev` pointer with an incremented reference count
- The function processes each device by getting its device node and registering I2C devices
- However, there is no corresponding `pci_dev_put()` call anywhere in the function to decrement the reference count

The loop pattern here is problematic because:
- Each iteration gets a new `pci_dev` pointer with an incremented reference count
- The previous pointer (if any) is overwritten without calling `pci_dev_put()`
- When the loop exits (when `pci_get_device()` returns NULL), the last valid `pdev` pointer is lost without its reference being decremented
- All the `pci_dev` structures obtained during the loop iterations have leaked references

The correct pattern should include `pci_dev_put(pdev)` before the loop continues to the next iteration, and proper handling when exiting the loop.

This is a definite violation because:
- The function obtains references via `pci_get_device()` but never releases them
- The references are not passed to any other function or stored anywhere for later cleanup
- There's no error handling that would clean up the references
- The function doesn't return the pointer for caller management

3. Confidence level: HIGH"
e3862093ee93,pci_get_device,pci_get_device() function that returns a PCI device object,"When the returned pci_dev pointer is no longer needed, its reference count must be decremented by calling pci_dev_put()",3,octep_sriov_enable;pas_setup_mce_regs;pasemi_dma_init,158,10,setup_ibs_ctl,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code has a definite memory leak violation. Let me trace through the execution:

The function uses `pci_get_device()` in a loop to iterate through all matching PCI devices. Each call to `pci_get_device()` returns a pointer with an incremented reference count that must be decremented with `pci_dev_put()`.

**The violation occurs in the normal execution path:**
- The loop continues until `pci_get_device()` returns NULL (no more devices)
- On each iteration, a new `cpu_cfg` pointer is obtained with an incremented reference count
- The loop processes each device but never calls `pci_dev_put()` for any of the devices in the normal flow
- When the loop exits normally (when `pci_get_device()` returns NULL), the last valid `cpu_cfg` pointer from the previous iteration still holds a reference that is never released

**Error path analysis:**
- There IS a `pci_dev_put(cpu_cfg)` call in the error path when the configuration write fails
- However, this only handles the error case, not the normal execution path

**The bug:**
Every `cpu_cfg` pointer obtained from `pci_get_device()` needs `pci_dev_put()` called on it, but the code only does this in the error path. In normal execution, all the device references leak because they're never decremented.

**Correct pattern should be:**
```c
do {
    cpu_cfg = pci_get_device(..., cpu_cfg);
    if (!cpu_cfg)
        break;
    // ... process device ...
    pci_dev_put(cpu_cfg);  // Missing in normal path
} while (1);
```

3. Confidence: HIGH

This is a clear violation of the reference counting rule with definite memory leaks in the normal execution path."
e3862093ee93,pci_get_device,pci_get_device() function that returns a PCI device object,"When the returned pci_dev pointer is no longer needed, its reference count must be decremented by calling pci_dev_put()",3,octep_sriov_enable;pas_setup_mce_regs;pasemi_dma_init,158,10,uncore_pci_sub_driver_init,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code contains a definite violation of the security rule. Here's my analysis:

**The violation occurs in the while loop:**
```c
while ((pci_sub_dev = pci_get_device(PCI_VENDOR_ID_INTEL, ids->device, pci_sub_dev))) {
    // ... processing code ...
}
```

**Why this is a violation:**

- `pci_get_device()` returns a pointer with an incremented reference count that must be decremented with `pci_dev_put()`
- The function processes each returned device but never calls `pci_dev_put()` to decrement the reference count
- Even though the pointer is passed back to `pci_get_device()` in the next iteration, this doesn't automatically handle the reference counting - the caller is still responsible for calling `pci_dev_put()`
- When the loop exits (either normally or via `continue` statements), the reference count remains elevated for all processed devices

**Why common false positive scenarios don't apply:**

- The pointer is not passed as a parameter from an external function
- While the pointer is used in a loop, it's not assigned to a persistent variable that maintains the reference
- The `continue` statements create early exit paths that skip `pci_dev_put()` calls
- The function doesn't return the pointer for caller management
- There's no error handling that properly decrements reference counts

**The security impact:**
This creates a memory leak where PCI device reference counts are never decremented, potentially preventing proper device cleanup and resource management.

3. Confidence level: HIGH

The violation is clear and definitive - `pci_get_device()` increments reference counts that are never decremented by corresponding `pci_dev_put()` calls."
c158cf914713,fwnode_get_named_child_node,A call to function fwnode_get_named_child_node,The returned fwnode pointer must be released with fwnode_handle_put.,2,mv88e6xxx_port_setup_leds;mvpp2_use_acpi_compat_mode,33,10,ub960_parse_dt_rxport_link_properties,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code contains a definite violation of the security rule. Here's my analysis:

**The violation occurs at line:**
```c
rxport->ser.fwnode = fwnode_get_named_child_node(link_fwnode, ""serializer"");
```

**Why this is a violation:**
- `fwnode_get_named_child_node()` returns a new fwnode pointer with an incremented reference count
- The returned pointer is assigned to `rxport->ser.fwnode` 
- The function then continues to use this pointer for property reading but never calls `fwnode_handle_put()` to release it
- When the function returns (either successfully or via error paths), the reference count remains elevated, causing a memory leak

**Critical issues:**
1. **No cleanup on success path**: The function returns 0 successfully without releasing the fwnode reference
2. **No cleanup on error paths**: After the fwnode is obtained, there are multiple error return paths (e.g., when `fwnode_property_read_u32()` fails) that don't release the reference
3. **Assignment doesn't transfer ownership**: Simply assigning the pointer to a struct member doesn't release the caller's responsibility to call `fwnode_handle_put()`

**This is NOT a false positive because:**
- The pointer is not returned to the caller for management
- The pointer is not passed as a parameter (it's locally obtained)
- There are no proper cleanup mechanisms in place
- The assignment to a struct member doesn't constitute proper reference management

The code should either call `fwnode_handle_put()` before returning, or implement proper cleanup in error handling paths.

3. Confidence: HIGH"
c158cf914713,of_graph_get_remote_endpoint,A call to of_graph_get_remote_endpoint(),The returned device_node pointer must be released with of_node_put() when no longer needed,1,sun4i_tcon_of_get_id_from_port,19,10,rockchip_drm_encoder_set_crtc_endpoint_id,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code has a definite memory leak violation. Let me trace through the reference management:

- `en = of_graph_get_endpoint_by_regs(np, port, reg)` - This returns a device_node pointer with an incremented reference count that must be released with of_node_put()
- `ren = of_graph_get_remote_endpoint(en)` - This also returns a device_node pointer with an incremented reference count that must be released with of_node_put()

The violations are:
1. **`en` is never released**: After getting the endpoint node, it's used to get the remote endpoint but never freed with of_node_put(en)
2. **`ren` is never released**: After parsing the endpoint to extract the ID, the remote endpoint node is never freed with of_node_put(ren)

Both pointers are local variables that go out of scope when the function returns, but their reference counts remain incremented, causing memory leaks. The function extracts the endpoint ID (`ep.id`) and stores it in `rkencoder->crtc_endpoint_id`, but this is just copying an integer value - it doesn't maintain any reference to the device nodes.

The error paths also leak memory:
- If `of_graph_parse_endpoint()` fails, both `en` and `ren` are leaked
- If `of_graph_get_remote_endpoint()` returns NULL, `en` is leaked

This is a clear violation of the security rule requiring proper cleanup of device_node pointers returned by of_graph functions.

3. Confidence: HIGH"
c158cf914713,of_graph_get_remote_endpoint,A call to of_graph_get_remote_endpoint(),The returned device_node pointer must be released with of_node_put() when no longer needed,1,sun4i_tcon_of_get_id_from_port,19,10,lvds_probe,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

There is a DEFINITE security violation in this code. The function calls `of_graph_get_remote_endpoint(remote)` twice within the `-EINVAL` case of the switch statement, but never calls `of_node_put()` on the returned device_node pointers.

Specifically:
- Line: `if (of_graph_get_remote_endpoint(remote)) {` (first occurrence in port1 handling)
- Line: `if (of_graph_get_remote_endpoint(remote)) {` (second occurrence in port2 handling)

In both cases, `of_graph_get_remote_endpoint()` returns a device_node pointer that should be released with `of_node_put()`, but the code only uses these pointers in conditional checks and then discards them without proper cleanup.

The code does properly handle other device_node pointers:
- `port1` and `port2` are correctly released with `of_node_put(port1)` and `of_node_put(port2)`
- `remote` pointers are correctly released with `of_node_put(remote)` after each use

However, the return values from `of_graph_get_remote_endpoint()` are completely ignored after the conditional check, creating a memory leak.

The fix would be to store the return value and call `of_node_put()` on it:
```c
struct device_node *endpoint = of_graph_get_remote_endpoint(remote);
if (endpoint) {
    // existing logic
    of_node_put(endpoint);
}
```

3. Confidence: HIGH

This is a clear violation of the security rule with no ambiguity. The function definitively leaks device_node references returned by `of_graph_get_remote_endpoint()`."
10d6bdf53290,of_find_device_by_node,A call to function of_find_device_by_node,The reference must be released with put_device if the device is no longer needed.,2,rzn1_dmamux_route_allocate;tegra210_xusb_padctl_probe,184,10,rcar_du_cmm_init,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code contains a definite security violation. Let me trace through the critical path:

1. `pdev = of_find_device_by_node(cmm)` - This call increments the reference count on the device
2. The code then calls `rcar_cmm_init(pdev)` 
3. If `rcar_cmm_init(pdev)` succeeds (returns 0), the code continues to:
   - `rcdu->cmms[i] = pdev` - assigns the device pointer to an array
   - Creates a device link with `device_link_add()`
4. **Critical issue**: If `device_link_add()` fails and returns NULL, the code executes:
   ```c
   dev_err(rcdu->dev, ""Failed to create device link to CMM%u\n"", i);
   return -EINVAL;
   ```

At this point, the function returns with an error, but the `pdev` reference obtained from `of_find_device_by_node()` is never released with `put_device()`. The reference is stored in `rcdu->cmms[i]`, but since the function is returning an error, the caller will likely not proceed with normal cleanup, leading to a leaked device reference.

The code properly handles the reference in other error paths (calling `platform_device_put(pdev)` when `rcar_cmm_init()` fails), but fails to do so in the `device_link_add()` failure path.

3. Confidence: HIGH

The violation is clear and definite - there's a specific error path where the device reference is not properly released, violating the security rule that requires `put_device()` (or `platform_device_put()` in this case) when the device is no longer needed."
10d6bdf53290,of_find_device_by_node,A call to function of_find_device_by_node,The reference must be released with put_device if the device is no longer needed.,2,rzn1_dmamux_route_allocate;tegra210_xusb_padctl_probe,184,10,dsi_get_phy,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code has a definite security violation. Let me trace through the execution paths:

**The violation occurs in the success path:**
- `phy_pdev = of_find_device_by_node(phy_node)` - gets a reference that needs to be released
- When `phy_pdev` is non-NULL, the code enters the if block:
  ```c
  if (phy_pdev) {
      msm_dsi->phy = platform_get_drvdata(phy_pdev);
      msm_dsi->phy_dev = &phy_pdev->dev;
  }
  ```
- The function then continues and returns 0 (success) without calling `put_device()`

**Why this is a violation:**
- The reference obtained from `of_find_device_by_node()` is never released in the success case
- While `msm_dsi->phy_dev = &phy_pdev->dev` stores a pointer to the device, this does NOT transfer ownership of the reference
- Storing a pointer to the device structure is not equivalent to maintaining the reference count - the original reference from `of_find_device_by_node()` is still held and needs explicit release

**Error path analysis (correctly handled):**
- If `!msm_dsi->phy`, the code properly calls `put_device(&phy_pdev->dev)` before returning
- This shows the developers understood the requirement but missed the success path

**This is not a false positive because:**
- The pointer is not returned to the caller for management
- No other mechanism maintains the reference count
- The success path definitively leaks the reference

3. Confidence level: HIGH

The violation is clear and definite - the success path fails to release the reference obtained from `of_find_device_by_node()`, creating a reference leak."
10d6bdf53290,of_find_device_by_node,A call to function of_find_device_by_node,The reference must be released with put_device if the device is no longer needed.,2,rzn1_dmamux_route_allocate;tegra210_xusb_padctl_probe,184,10,msm_hdmi_get_phy,False,True,HIGH,"1. Decision: YES

2. Detailed reasoning:

This code has a definite security violation. Let me trace through the execution paths:

**The violation occurs in the success path:**
- `of_find_device_by_node(phy_node)` returns a platform device with an incremented reference count
- The device reference is stored in `phy_pdev`
- In the error path (when `hdmi->phy` is NULL), the code correctly calls `put_device(&phy_pdev->dev)` to release the reference
- However, in the success path, the code assigns `hdmi->phy_dev = &phy_pdev->dev` and returns 0 **without calling put_device()**

**Why this is a violation:**
- The `of_find_device_by_node()` function increments the device reference count
- The security rule requires calling `put_device()` when the device is no longer needed
- While `hdmi->phy_dev` stores a pointer to the device, this does NOT transfer ownership of the reference count
- The original reference obtained from `of_find_device_by_node()` is never released in the success case
- This creates a reference leak where the device reference count will never be properly decremented

**This is not a false positive because:**
- The pointer is not passed as a parameter (it's obtained locally)
- While assigned to `hdmi->phy_dev`, this doesn't maintain the reference count properly
- There's no indication that the caller will handle the reference management
- The function doesn't return the pointer for caller management

The code should call `put_device(&phy_pdev->dev)` after the assignment `hdmi->phy_dev = &phy_pdev->dev` in the success path.

3. Confidence: HIGH"
